feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,emotion
8.269467,-0.534465,-3.79427,2.379515,-3.555704,4.28676,-1.382566,-3.535253,0.776259,-1.834303,0.42856,-0.623991,-5.037527,3.429926,4.001408,3.612514,4.75584,3.811878,3.258094,3.710254,3.007558,3.860495,3.859119,2.261238,4.272597,5.733469,0.069828,0.039399,2059.161,3216.590136,18.541014,26.429726,22.408603,38.423517,17.596383,fear
5.750551,5.980826,1.03031,-1.314055,-1.080196,-2.041141,-2.553135,-0.246673,1.438454,4.23232,-6.46962,-7.91714,4.290238,1.557137,1.609509,2.001296,1.31314,3.475157,1.991829,1.0524,1.141817,1.356469,0.722894,3.189487,1.623958,0.329499,0.033647,0.05439,2086.420421,2726.468225,14.454644,30.136611,17.878448,30.854588,29.157374,calm
-11.154169,-0.86653,5.398921,-0.693278,1.329258,-3.615867,4.9591,-4.238245,-3.428432,4.652451,7.260185,0.628167,1.359412,3.90828,3.289448,2.626782,2.514546,1.433202,3.232942,2.908083,2.562154,1.998185,2.099469,3.618377,3.881664,2.672884,0.06962,0.055061,2851.307516,4014.877969,21.839505,24.792351,24.461492,23.1732,27.019334,happy
-14.081969,-4.518138,2.859424,-0.588643,2.726019,-2.995759,-4.068368,-4.712595,1.503029,2.496003,0.725312,-2.350119,1.011415,4.109701,1.474764,3.149593,3.779445,4.608053,3.414868,3.649042,3.432633,3.765284,2.13121,2.894549,1.268554,3.058046,0.068922,0.06416,2116.996151,3978.160879,33.61266,22.591895,29.596041,28.065787,33.779838,fear
-22.53488,-1.432937,-1.098105,-3.290224,3.222445,-3.630201,-3.592585,-8.316747,2.432248,-1.887962,-1.882682,-1.539654,2.679775,5.112862,1.767541,3.037079,2.364836,3.276336,3.408941,1.781313,3.868665,3.050816,4.280488,3.530298,1.783788,4.114637,0.035879,0.05537,2095.4614,3669.994262,11.232655,22.261005,25.55502,28.359407,23.56016,fear
2.695029,1.96748,-4.653178,0.233315,2.113042,0.931174,-0.84194,7.229836,5.191556,-0.571813,-1.16918,1.500836,-0.772586,2.771542,0.232747,1.2593,2.185246,2.503748,0.019082,0.545937,0.176259,0.626822,0.222786,2.039131,1.729005,1.346171,0.030235,0.051942,1518.587347,2305.127429,23.552559,21.045181,20.907824,31.770057,22.161769,calm
-12.114314,9.58534,-0.168232,-5.142782,-4.205003,-0.578673,-4.98884,4.706048,1.471556,0.03926,-4.060811,-4.86316,0.147501,3.637453,2.216643,3.446149,3.448722,4.238066,5.606399,1.420475,4.301175,2.803506,3.921542,3.630709,4.000134,2.256903,0.077453,0.080817,2659.271877,4526.155809,21.184186,27.949441,30.516882,35.693537,38.331595,fear
-9.131778,6.833601,5.113224,0.016419,-0.861629,2.10582,-2.842387,-4.506428,0.121995,1.097854,1.783282,-0.344222,5.32184,1.50486,1.861738,3.486636,1.838353,1.79968,3.123355,1.946477,2.866916,2.300143,2.138336,0.897695,3.139563,1.75281,0.075962,0.061038,2422.559478,3928.15582,20.968141,19.361203,32.213482,19.763,30.867044,happy
-1.406962,1.095873,-1.269735,2.532526,3.441542,-4.488548,2.747803,6.111853,0.976765,2.351272,-2.54129,-2.111121,-1.228529,1.097551,0.188176,1.327339,2.336383,0.201476,1.679132,1.648451,1.198684,1.996525,1.902659,1.127567,2.560891,2.06061,0.044161,0.039336,1713.123579,2924.952221,25.891584,22.256515,25.561781,38.804866,25.277607,calm
-2.041662,0.773294,2.970205,-1.104786,-1.502864,2.69878,-1.644134,1.353491,1.194636,0.901232,-1.027974,6.101718,2.094993,3.485593,4.330937,5.832225,4.089513,5.533352,2.852246,3.148851,1.859599,5.975764,2.298144,4.174203,5.737638,4.971163,0.133547,0.132078,2699.225504,5310.611608,19.43676,22.33377,26.952942,34.876602,39.832699,angry
16.646465,-3.32344,0.968574,3.453762,-2.972258,-4.25036,-3.798307,1.184914,-3.823811,-0.40608,4.113814,-0.153924,-2.333438,2.12541,1.931327,2.452658,3.619145,2.396769,4.033783,2.455302,1.232669,4.288303,1.875182,0.945108,4.323729,1.266883,0.038414,0.043107,2049.387924,3890.961787,6.756042,27.632502,23.227327,26.935528,40.575959,neutral
5.427724,-0.223168,-0.282799,5.637152,-2.777195,-7.002844,0.952333,3.60302,0.65969,1.506611,2.25718,0.332733,1.668923,2.539612,0.041395,2.113867,0.427217,1.961828,1.504719,3.034011,2.244413,2.473193,1.808549,3.052181,0.402675,1.104498,0.069295,0.044554,1356.250398,4110.109336,25.38468,26.554847,26.47203,37.303735,38.293092,neutral
-16.529631,-6.540112,-1.790309,-5.995431,-5.002808,1.705024,1.172989,2.974206,-5.910961,-4.50696,-3.385694,3.420255,-1.311354,3.622025,2.427444,1.687579,2.373838,0.070619,0.254237,2.059258,1.814402,3.733618,0.42105,2.172452,2.495279,2.142813,0.026594,0.025257,1687.252119,2668.457533,25.829271,20.444182,20.068983,25.857219,26.684709,sad
9.224711,3.249188,4.763804,8.490418,-1.904415,3.006238,2.278761,-0.257075,-1.042147,5.856163,-2.166722,-3.327144,-0.788957,2.218098,3.154118,2.947444,4.086046,5.445483,3.410742,4.865102,4.751263,1.779529,3.448078,3.623988,4.381458,4.570066,0.13191,0.077625,2715.005975,4098.054483,20.331927,21.164072,28.663338,32.484399,30.331142,angry
18.23383,3.49481,-0.963496,0.542894,0.455747,5.532602,2.489501,-2.421818,1.054857,2.412943,-3.525957,1.482448,4.036467,1.142527,1.280681,3.160473,1.645764,1.017992,2.882273,2.576854,2.094394,3.124583,3.195635,1.917177,3.974326,3.58339,0.020236,0.037124,1323.412454,3363.619702,13.943909,18.928408,31.452841,20.225855,32.648679,neutral
-1.68813,-4.605035,5.628837,-3.083416,2.360275,3.695336,7.421692,-0.753778,-1.666451,-0.381826,-0.865023,-4.750854,5.806355,3.58195,3.840326,4.627457,5.386096,2.839433,4.357619,2.784216,4.333648,4.292214,3.526988,4.233456,4.251787,3.918321,0.112634,0.065891,2509.178179,4631.465033,14.95661,20.133559,25.619216,29.44125,34.808389,angry
-1.264862,2.121797,-3.005193,-4.615485,5.339957,-0.416053,3.856114,-1.069336,3.860185,-0.38587,-2.731433,2.839455,3.733802,4.640432,3.855247,2.251143,2.931053,3.297989,3.741739,5.130799,3.882635,1.893377,1.409076,3.305244,3.486676,4.355648,0.06771,0.065433,3204.115497,5800.523664,10.18231,19.155305,31.556198,33.665379,27.371543,angry
-11.120259,3.831057,-1.754044,-1.690886,-1.312241,-0.913951,1.478492,-1.932905,-0.829705,1.496378,-0.87441,1.066293,-2.236697,3.851006,4.808992,4.102453,1.628982,4.055365,2.346012,2.575022,3.99188,2.530436,2.390194,3.496505,2.886579,1.870242,0.069997,0.099708,2498.552562,3390.368249,22.054505,20.529608,19.662515,25.263361,17.903315,fear
6.91177,-0.379019,0.760316,-0.560053,-1.50618,0.27896,4.456758,-0.518892,0.52013,0.104684,-1.011327,4.587723,-3.184984,3.914624,3.15649,4.567228,4.133913,5.182286,4.734555,4.081598,4.744344,4.835758,3.087499,4.773133,4.297263,4.48947,0.105328,0.078641,2534.603334,2955.035246,16.453307,35.196275,30.112063,30.592304,36.805198,angry
-8.257538,-0.090737,-1.118829,0.061615,1.059815,-1.483096,-2.81188,-6.619208,1.711961,-0.363704,-1.128529,2.915749,-4.465564,1.55624,0.535941,2.156006,0.726141,2.304016,2.26266,0.576988,1.56634,0.598477,1.927596,2.320229,0.49502,0.203251,0.039868,0.059412,1933.500705,3204.638936,18.339797,23.90014,27.753606,28.087135,38.749303,calm
7.451313,0.804219,-1.143538,-0.859872,2.455061,-1.05055,2.580703,2.678882,5.50175,-0.542561,-0.075462,-6.038092,-1.929219,3.043871,4.505672,5.807379,4.580758,4.990792,3.28867,2.802025,3.757979,3.376246,3.138909,4.218261,2.81408,4.826481,0.10562,0.098869,3044.903839,4719.971303,26.327744,14.971096,32.416675,27.26473,36.603737,angry
6.186341,-3.835576,-0.1258,2.189983,1.763183,-0.723129,-3.267553,-3.566507,-4.02795,-1.594834,-3.969466,0.534118,-0.81499,1.983017,0.040476,1.82778,1.340882,3.966418,0.520052,1.594575,2.183099,0.827287,3.728253,3.748788,0.941582,1.208192,0.032881,0.040465,1416.896986,2629.430738,13.066358,33.983691,26.364308,31.927932,27.32477,sad
-8.108736,-4.601001,2.021965,-2.262074,2.653005,-3.951107,4.97907,-5.897317,-0.943475,-3.895118,-0.79331,-3.838536,-7.336049,2.71931,5.096107,2.499977,4.008445,3.505696,3.045323,5.543357,3.185476,3.669438,3.585663,5.075002,2.001409,5.744171,0.08735,0.087953,2403.991854,3696.001345,20.750428,25.099958,21.456959,36.597004,33.120606,fear
2.422882,2.989285,-2.260197,-2.556892,2.682189,-0.445791,-5.016088,-0.668138,-4.565618,-1.455469,2.246477,3.478242,-0.071174,4.838032,3.040059,5.200693,2.777052,2.690801,3.039106,2.752557,4.01742,4.752259,3.515508,3.8113,2.117565,3.596263,0.091873,0.108254,1838.723931,3600.206152,37.03267,25.090502,33.576535,36.968868,26.421317,fear
-12.562928,2.61334,1.867919,-3.041988,-2.660438,0.770761,-4.126331,-2.477059,-3.721697,-3.625002,-2.760193,2.118012,-5.863639,1.933484,1.757947,2.468344,1.757049,1.121161,0.68469,2.490412,1.996948,1.006864,2.408912,1.054122,1.499058,0.895516,0.034805,0.030058,1719.381054,2764.360638,21.31856,24.94244,20.479195,31.032157,24.616383,calm
-8.165121,2.819869,1.51308,-2.430001,0.098058,0.304289,-1.026097,-1.058806,-5.174483,-2.667802,-1.315116,-2.317705,-3.166992,2.561091,1.396075,3.666742,1.722747,2.540155,1.291878,0.838325,1.762849,2.795516,1.410928,1.946778,1.75756,1.401999,0.029579,0.030015,1797.006096,3235.185827,21.478561,23.920903,29.625057,29.974675,32.06958,calm
9.742942,-1.79414,-1.091543,-1.445832,-1.286317,1.333577,1.08822,8.455806,0.164757,0.598724,4.910984,1.574654,0.60383,3.866441,4.193984,4.974775,5.345347,5.031537,4.46688,4.210761,6.038159,3.525535,4.698235,5.174213,5.044307,3.237607,0.221344,0.141764,3476.991855,4396.141879,24.898855,11.442844,24.838942,29.533343,29.753978,angry
-16.539716,-1.14476,-2.844316,-0.700023,0.839524,-1.030615,-1.182142,0.773987,3.132875,4.808893,-0.655615,5.474667,2.630121,0.767992,0.738792,1.422712,3.444604,1.498633,0.107643,1.771116,0.019428,0.945014,1.412972,2.149669,3.024162,2.694136,0.03231,0.045354,2022.912677,3389.873008,18.653524,14.386283,20.236329,26.985301,16.533872,neutral
1.886578,-1.614393,-0.084395,6.853815,2.720786,0.194221,1.286166,-0.672417,-0.687032,1.951302,-2.696846,-1.288384,-5.010307,4.276261,4.569603,4.103081,3.265714,3.45584,3.646906,4.594898,4.536446,2.065288,2.621769,3.934451,2.161509,4.418637,0.055044,0.094144,2211.289227,3754.970207,14.564733,20.262755,25.423522,28.257653,35.621186,fear
4.51704,-3.349319,0.882123,2.561471,-2.172005,0.899869,-1.658342,5.988509,-3.980481,3.467847,-5.012438,5.379158,-3.424647,2.189672,0.370807,0.650019,2.897747,3.028162,2.239359,2.741082,3.044879,1.315823,0.601039,1.986297,1.422799,2.388621,0.05822,0.041479,2211.232563,3774.738118,23.616588,20.961038,29.899611,31.600011,35.200923,neutral
-2.259519,1.596223,1.461019,0.516637,-0.104529,5.054267,1.655915,1.539434,-0.908333,3.525637,-1.515323,2.864717,2.946688,2.587485,3.317652,3.18567,2.960639,3.012944,3.061782,3.129912,3.060242,1.896136,2.847789,3.264949,3.097289,3.95375,0.094882,0.054768,2437.514834,3850.558406,19.978258,22.985093,29.057608,29.886642,38.152725,happy
2.929049,0.332041,-0.96623,-3.350809,5.711414,0.02483,1.115664,1.097318,4.786813,7.299583,1.979542,1.028992,-1.870371,1.556412,1.226025,2.204155,0.909145,4.07883,3.423096,2.748359,4.109384,1.928844,2.180019,1.066207,3.774354,2.189659,0.080377,0.087545,3014.069033,3986.009751,21.921187,18.480749,34.416867,28.169247,32.401425,happy
-2.685915,-0.104648,-3.3516,-6.220884,0.244413,1.902107,-3.602875,2.619218,-5.539368,-2.276365,4.518047,0.467809,-1.507433,1.752286,2.696343,0.05484,2.81786,1.009963,2.208385,0.885776,3.183723,1.468837,0.171183,1.970076,2.80123,2.688263,0.030842,0.048121,1686.176619,3212.773556,21.814065,8.52367,20.996972,30.039223,32.824974,calm
-9.730909,0.041612,-3.556531,1.421122,0.464053,-3.686645,-0.326476,2.486916,-4.382118,-2.139984,-2.198365,-2.573145,0.905689,2.681083,2.206673,2.158935,1.237792,2.130528,0.51483,4.278542,3.150266,2.756537,2.208337,2.209182,0.109879,0.541388,0.013196,0.030438,1436.657807,2743.398506,15.172262,28.133067,21.898099,26.910182,36.477224,sad
8.000821,2.89498,-2.478019,-1.719105,-1.104016,0.650055,2.668515,5.009644,1.842907,1.864758,5.179893,-1.215176,2.967009,2.078283,2.114952,1.285472,0.105767,1.844834,1.849084,0.924557,1.403265,0.618107,0.626589,1.019037,0.171562,0.916522,0.036424,0.054561,2360.368209,2855.951984,26.000534,24.68087,24.81323,31.011015,37.510629,calm
-12.999766,4.764117,0.166841,-1.705523,-0.764576,6.650288,-0.471131,1.129896,0.159245,-2.197988,-0.728156,-2.403325,4.367644,3.100879,5.482678,2.291089,2.14114,4.53376,4.057977,3.384765,1.886308,4.744996,2.927897,2.569325,4.14296,2.977705,0.052024,0.070705,2206.994199,2555.516252,15.591449,20.361322,20.221774,31.876233,28.112761,happy
18.210685,1.080214,3.000179,0.174348,-1.252927,-0.407528,1.868923,3.750355,-0.593846,-3.368794,1.273723,-4.059522,-0.328806,2.481314,1.691924,0.89518,1.345449,1.483579,0.746407,1.413904,0.348036,2.391128,2.133341,2.065698,1.414102,1.547951,0.015026,0.033789,1194.485991,2525.12927,16.831513,31.786552,28.633913,28.997773,26.469884,sad
-18.339521,-1.046127,1.283312,0.792509,-0.389442,0.887291,-2.432472,5.198388,-5.431854,2.886212,-0.031516,1.251328,1.783638,2.055629,0.688978,1.21373,0.04841,1.201504,1.822519,2.107128,1.891434,0.25509,0.937826,0.837751,0.189832,0.664067,0.030012,0.054138,1542.672631,2593.608803,17.002638,24.687332,32.118539,28.567455,24.770606,calm
3.344049,4.86159,-2.503507,-0.648418,3.934807,0.285115,2.540259,4.544409,2.586575,-0.933396,-0.152975,4.569854,1.365636,3.796276,4.38361,2.715772,3.763247,3.921464,3.905117,3.605732,3.6912,3.886032,5.460278,1.796905,4.698973,3.913235,0.117775,0.089845,3225.813516,5570.124218,10.519015,33.469697,26.720608,29.54843,25.02892,angry
-15.280286,1.96993,-0.067745,5.174937,0.300241,1.112416,-3.161593,-4.145431,1.257468,-3.87987,1.325548,4.519573,2.237306,2.070447,1.769497,1.11604,1.385439,0.934571,0.184596,1.535427,2.607889,0.211201,2.898496,2.717184,1.896999,1.905045,0.028324,0.04042,1674.831922,3011.389708,20.699131,32.40622,28.82808,27.952985,31.505467,calm
-5.005332,4.170959,4.528627,-3.114808,-4.261963,-0.055549,0.312264,1.675996,-4.124099,-1.246852,0.652792,-1.436403,3.473583,5.868533,3.46136,4.889199,3.642827,3.069828,3.287759,4.768629,3.358376,3.553943,2.856168,4.633929,4.45816,5.455028,0.141467,0.110323,3262.476209,4846.438467,20.550579,27.655958,21.898919,37.508408,35.189919,angry
-5.702336,-3.756253,2.881103,-5.324182,4.183114,3.262959,-3.355587,-1.849453,-2.737291,0.690701,3.637345,2.956858,-1.898791,2.754807,2.671822,1.311166,1.490542,3.041714,2.558362,2.724784,4.085384,2.047267,1.825665,2.857937,3.487821,0.888606,0.028183,0.029814,1892.542493,3320.133097,15.255614,28.668978,23.733365,26.326046,37.649691,calm
-13.294194,-1.488425,-3.139958,2.221015,-3.446752,3.026621,-1.105766,-6.736539,-8.019356,-2.125821,2.500879,2.19186,-1.001061,1.062931,1.382701,2.00735,2.887306,2.3692,2.768285,2.443675,2.738885,0.4612,0.907442,0.695187,0.600143,1.80557,0.011316,0.022922,1477.791259,2018.917364,17.569159,26.194215,19.872912,32.981494,27.969132,sad
-14.034879,1.764161,-2.771904,-3.547131,3.947248,2.617217,1.157058,-3.715191,5.367798,3.086605,-0.911357,-1.54584,0.235469,1.521581,4.211854,1.614472,0.932117,3.588416,1.430938,2.78643,2.675388,1.941438,1.027003,1.951817,0.830139,1.976282,0.061592,0.071472,1673.645265,3394.807386,17.375945,24.368697,18.390958,24.356687,23.539917,neutral
9.698812,-2.203703,0.493724,-0.567799,2.068807,6.625844,2.125406,-2.010532,-0.235259,4.205785,-4.226031,-1.845173,2.129892,3.294331,2.608968,1.393305,2.536535,2.414293,2.350822,1.902926,2.052994,1.0925,4.480204,2.156999,2.548512,1.782089,0.06268,0.03377,1476.318339,3487.201967,30.270276,29.041604,21.957768,31.580437,28.820053,neutral
-8.576324,1.119632,4.961306,1.705954,4.317267,-0.276342,-0.929751,4.046621,2.607797,-2.056788,-0.902523,6.193744,-1.273666,3.934329,2.521813,2.996824,3.294593,0.899019,1.537283,3.086333,2.275692,3.996581,1.393879,3.565255,1.623779,2.647895,0.054455,0.103293,1997.690439,3941.411346,11.365819,30.997851,28.006412,29.684865,39.371565,happy
-2.291246,-2.102591,-0.768512,-1.684184,-2.000942,-4.330784,-0.733225,0.707331,-3.245712,-2.635019,-2.844186,-4.160034,-2.866776,1.802144,0.657942,1.862458,1.296533,1.071018,2.377209,1.359874,1.529986,3.298007,1.079944,3.565875,1.652209,0.863865,0.041691,0.05086,2376.351158,3835.50642,20.319534,29.29978,16.594815,30.247208,33.549699,neutral
-2.220308,-0.837576,2.199269,2.501124,-2.904939,-1.102945,-3.902471,3.606721,-0.101076,2.081292,-1.989797,2.162276,1.333065,4.778903,2.156187,3.574799,4.597541,2.56433,4.02188,4.071333,4.201048,3.833738,4.117603,3.932747,4.684913,2.7823,0.066127,0.104376,1941.371455,3484.853432,22.621835,29.910465,25.328714,29.477676,33.819255,fear
-9.210516,2.832682,-5.588903,-4.616719,2.341209,-1.949198,0.083858,-2.072776,5.46171,-4.469085,0.246347,3.90887,-1.724958,0.746226,2.267103,2.504065,0.700096,2.962197,1.551221,2.008761,2.988281,2.26878,1.499751,0.828408,4.208506,0.710984,0.032863,0.0451,1950.473557,3766.086095,20.237852,22.52467,33.76139,28.320579,36.380122,calm
-0.993703,1.246776,-5.055326,-0.326403,-2.3558,0.308267,0.897115,1.42966,0.295683,-0.74795,-0.647512,-0.399707,-3.372918,1.429504,2.202337,2.45048,1.149007,0.723368,0.124701,0.538665,1.260443,1.353385,1.517163,0.594982,0.012542,1.926563,0.020762,0.03466,1683.383554,2617.707422,20.573338,27.38003,33.120295,25.616619,35.851303,sad
7.055655,-2.861323,-2.296098,5.169226,1.041585,-1.289174,-0.942892,-1.053323,-1.550921,-4.712933,-2.706949,-5.808119,0.674432,1.667512,2.575485,0.525572,3.222079,3.09771,0.225572,1.29412,1.402671,0.362105,1.540132,2.358092,1.330571,0.087118,0.024635,0.024062,1345.589084,3004.387722,21.983271,18.954702,20.05451,33.829453,36.485225,sad
-0.697919,6.056979,-0.292365,3.813527,2.255837,1.085182,-0.871586,2.469286,0.178394,-0.569299,5.918168,3.142591,3.430917,2.608401,2.814022,2.751423,3.337239,3.641803,2.969749,2.207355,3.76057,3.033404,1.559164,0.864705,3.297897,2.170526,0.090345,0.056427,2549.944665,3818.367267,28.759604,27.751578,32.736485,29.120239,36.111805,happy
-9.605548,-1.599275,-5.293398,-1.290061,-1.030978,0.799581,1.236376,-0.303251,-5.489978,-4.26314,-2.415315,1.356874,1.255572,1.250562,3.85973,3.061568,2.739919,2.200658,1.958542,1.885576,0.305029,0.448716,1.277863,1.627872,1.375543,1.772277,0.01107,0.045057,1816.77714,2932.518015,24.63656,17.772333,24.815526,30.422092,27.734943,calm
10.32124,4.124974,0.089705,0.611893,3.10234,-3.030989,-1.765552,-1.469325,-3.888949,4.754819,-4.464395,2.529332,3.93505,2.706404,2.331632,3.232842,3.001833,4.003505,0.371479,2.081293,3.561577,3.050447,3.752034,3.26202,2.865263,2.697712,0.135801,0.096862,2685.814412,4037.662669,22.690663,27.134174,28.094133,25.243099,40.922554,happy
-17.250874,-0.252343,6.13079,-1.389777,1.773595,-0.021338,0.683237,4.836417,1.66344,7.02581,3.828825,1.293717,0.617555,4.331766,2.76682,2.942349,4.757012,4.91956,2.677018,4.859515,3.824285,3.16877,3.68541,4.888279,4.608784,4.297314,0.133625,0.071477,3246.074058,4725.653965,30.106192,21.099828,37.130896,28.194017,31.525498,angry
-2.969778,-0.43602,-3.098791,-1.432154,-0.232621,-2.439772,-1.247585,3.558874,-5.850126,-0.046315,-2.956398,3.40947,-1.142182,0.452845,1.28439,1.849634,4.275622,0.60981,0.300884,2.805219,0.00896,1.509632,1.016635,0.859576,1.327807,1.167317,0.039514,0.053283,1915.10207,2915.013886,21.292349,27.025128,31.008492,30.850234,39.638308,calm
12.008291,-0.89366,3.815409,1.025356,-1.311422,1.69107,-4.31392,-0.177284,2.512203,-3.815264,-6.213411,-5.518102,5.481386,2.923241,2.467535,3.945155,2.59555,3.268462,3.025755,2.529001,3.294146,3.773261,2.815093,2.539444,2.657488,0.702087,0.086793,0.048841,2736.144522,3956.596432,20.525605,26.501646,21.367381,30.846242,33.338105,happy
-2.208063,1.362308,1.766136,3.204793,-0.173271,-0.058661,-1.991451,-3.686877,-3.825268,-1.331315,0.132586,-5.265844,5.238967,2.804358,2.642746,3.471735,1.130055,3.861719,2.509758,1.577986,3.643451,3.642171,5.445258,3.679627,3.672188,3.541304,0.013588,0.081536,2184.009748,3733.999529,15.830874,25.825242,21.116843,32.526985,33.94088,fear
9.254256,2.997849,3.138796,0.695554,3.558551,-1.267639,-5.862271,3.620677,1.996772,-0.330235,-2.913458,-4.609735,1.65523,4.648786,2.861443,2.638665,2.975632,5.179205,3.751904,2.066425,3.028104,3.332437,1.943661,3.759137,2.182191,1.489054,0.081827,0.068562,2499.616787,3632.970584,16.874437,28.642233,28.205428,24.21627,22.246516,happy
-8.787378,3.516188,2.572003,-1.947714,1.556381,-3.379852,-4.205208,-2.291366,3.15093,-2.274918,-0.774973,-3.913128,1.699957,4.33146,2.795701,1.182948,3.138272,3.942532,3.486805,3.580481,3.849528,2.989044,2.244676,4.239005,2.615101,2.298382,0.069001,0.057884,1929.998271,4520.743597,27.942817,28.956331,29.796831,34.78199,41.813022,fear
1.929894,-1.345076,3.48191,-1.995665,-1.68005,2.482418,0.267543,-4.994304,-1.985664,2.117543,0.090749,0.596705,1.686133,4.456301,4.116111,0.672005,3.944777,3.48366,4.030631,5.067693,2.927538,4.070264,4.477044,3.69047,2.690925,2.796104,0.118756,0.084491,2132.480919,4521.126639,13.497143,26.741981,18.578637,36.101998,42.798585,angry
9.53008,2.037258,-1.007372,0.312833,-1.382622,-4.094206,2.861364,-0.252194,-4.507836,1.610849,-0.671847,-6.179412,-4.121188,1.299389,2.210512,2.78802,2.753769,2.602863,1.965638,3.722232,2.699871,2.222105,2.566588,1.600965,1.942756,0.081954,0.044199,0.071999,2044.512583,3544.830706,24.99302,24.789127,22.067581,29.118288,26.323904,neutral
-15.969142,-1.473052,-1.122861,-0.205927,3.961314,4.613039,3.026222,3.397521,3.468361,-5.99049,1.530593,-3.889376,3.027418,0.906892,2.819561,3.54777,1.882242,3.961716,3.506622,3.380825,3.698002,2.6408,3.151919,3.010052,2.987451,2.327969,0.050179,0.064105,2353.019535,3646.369126,24.260269,17.138967,25.142454,34.831699,36.545647,happy
3.434014,4.765491,-3.465001,2.603364,2.179126,-4.47035,-1.156261,-3.990457,-0.679066,3.147651,2.086097,2.0082,-1.619244,4.12045,2.98118,3.033704,3.9404,2.008654,3.228548,3.423462,2.454432,3.652373,3.477123,2.898823,2.867849,3.523548,0.098923,0.071101,2920.071048,4316.092462,11.05768,15.975517,31.911176,27.766134,32.820879,happy
9.562492,1.42517,-3.998929,-2.935104,1.97237,-6.011052,1.016112,-3.99353,-2.604095,-4.233203,0.738319,3.349084,1.044053,2.457833,2.167959,2.682694,2.467086,0.715098,2.906307,2.801152,1.637687,0.025793,2.242474,2.326661,1.559517,2.1867,0.066078,0.079969,2044.071102,3640.243746,15.881056,20.49304,25.319787,34.88859,36.094789,neutral
-15.684569,2.352017,-4.934391,-1.738741,0.131337,1.471704,-1.575021,-3.0082,3.357134,-0.355597,-1.411957,-6.355922,-0.325287,3.495017,2.144119,2.718872,3.593355,3.967396,2.481602,2.491164,3.615654,2.658782,3.299314,5.275318,3.45734,4.52275,0.037581,0.064643,1939.610225,3296.604908,11.157931,23.965335,27.934436,24.271612,28.274191,fear
16.085542,-0.674974,-0.284052,1.780765,2.435551,2.758781,5.326764,1.985657,-0.200959,-1.588938,-0.401485,4.452049,-4.160899,1.180992,1.781013,1.167685,1.591228,3.806235,1.701907,2.411649,0.341803,0.897563,2.932684,3.668028,2.221411,1.693984,0.057442,0.017532,2068.736403,3060.633548,23.970465,12.038505,22.85812,28.795121,28.191044,neutral
8.11976,-1.938511,1.196404,4.025534,-0.226682,-3.583133,-2.179524,-3.609705,-7.623042,-3.271647,1.006511,-0.871809,3.176616,3.643924,4.383614,1.740331,3.061372,3.231048,2.674554,5.025747,1.570069,3.38612,4.632511,4.263358,3.12019,2.59998,0.079638,0.069578,1925.929093,4256.03696,21.536892,21.239896,27.626086,31.225662,31.731265,fear
-5.392186,-2.00689,0.871944,0.002591,-1.122624,-1.386236,2.913571,-1.895542,3.440028,-0.053591,-1.703642,-2.955808,-1.063574,2.003366,1.122987,2.350336,1.073041,1.375215,0.213306,2.059477,1.232824,3.078871,2.20481,1.5845,2.725176,1.905109,0.039074,0.031376,1924.520992,3180.97987,12.276295,30.533127,20.198339,22.505188,17.756572,calm
-4.709396,-3.582886,-5.502635,-2.960706,-4.736245,-2.6838,0.126551,-1.389123,-2.940046,-6.872049,0.995985,-2.557446,-1.17604,0.888264,1.391044,1.220085,0.466081,0.892035,1.785293,2.098573,1.116066,0.597301,1.443562,2.579629,0.860847,1.812882,0.016037,0.038464,1386.013697,2698.60183,25.075342,30.707403,19.233439,22.009448,37.826097,sad
3.946873,-1.590078,2.469294,5.46094,-0.204385,2.854811,-1.72939,0.847453,-0.642625,6.303003,-2.339454,1.16471,5.007937,2.05504,4.431251,4.111112,3.31882,5.216106,5.715962,4.657986,3.703231,2.553073,4.179983,3.846348,3.907052,3.503114,0.098946,0.100727,2445.919134,5621.847107,16.183464,23.560189,24.378572,32.250999,34.977182,angry
-17.243781,-1.619371,-2.79949,-4.526798,1.988962,0.423415,1.814075,-1.4349,2.355239,-0.368575,-2.016439,-2.516666,-6.548711,2.664371,2.550905,4.427369,1.16538,0.833206,0.201435,2.459966,2.229826,3.05178,0.583358,2.216366,0.977959,2.843716,0.034826,0.024443,1764.576799,2298.678887,14.183591,17.486013,22.795293,27.686571,32.822915,calm
4.694542,-0.895799,1.409811,0.342223,-3.09997,-5.058821,1.751046,4.939509,7.606155,2.806364,4.372546,1.384379,0.906028,2.111001,1.89419,2.607077,1.479403,1.852558,0.822034,2.474927,1.040902,2.033745,2.500491,2.585891,2.771509,1.786708,0.057291,0.043917,1408.737886,3722.729895,21.492441,28.066618,25.873556,20.984183,31.541846,neutral
